MAKE,MODL,YEAR,DESCRIPTION,SERIAL #,PO #, COST ,DATE,LOCATION,Tag # 
JOHN DEERE,X710,2015,TRACTOR,1M0X710APFM031162,1526415,"$19,871.69 ",10/28/15,OCEAN BAY,EQ-022962
JOHN DEERE,X710,2015,TRACTOR,1M0X710APFM031176,1526415,"$19,871.69 ",11/6/15,MOTT HAVEN,MA-489311
JDEERE,X710,2013,Tractor,1M0X710ATDM010114,1305050,"$16,450.99 ",4/8/13,RED HOOK WEST,AU-020601
JOHN DEERE,X710,2014,TRACTOR,1M0X710ATEM020112,1409370,"$18,258.44 ",5/12/14,SEDGWICK,EQ-022328
JOHN DEERE,X710,2015,TRACTOR,1M0X710ATFM031158,1526415,"$19,871.69 ",10/28/15,ROOSEVELT,EQ-022959
JOHN DEERE,X710,2015,TRACTOR,1M0X710ATFM031161,1526415,"$19,871.69 ",10/28/15,MILLBROOK,EQ-022968
JOHN DEERE,X710,2015,TRACTOR,1M0X710ATFM031175,1526415,"$19,871.69 ",11/27/15,TAFT,MA-489318
JOHN DEERE,X710,2015,TRACTOR,1M0X710ATFM031208,1526415,"$19,871.69 ",10/28/15,LAGUARDIA,EQ-022964
JDEERE,X710,2013,Tractor,1M0X710AVDM010170,1305050,"$16,450.99 ",4/8/13,RED HOOK EAST,AU-020602
JDEERE,X710,2013,Tractor,1M0X710AVDM010198,1305050,"$16,450.99 ",4/19/13,BEACH 41ST STREET,AU-020623
JOHN DEERE,X710,2015,TRACTOR,1M0X710AVFM031149,1526415,"$19,871.69 ",10/28/15,LES 2,EQ-022961
JOHN DEERE,X710,2015,TRACTOR,1M0X710AVFM031152,1526415,"$19,871.69 ",10/28/15,BORINQUEN PLAZA,EQ-0229732
JOHN DEERE,X710,2015,TRACTOR,1M0X710AVFM031166,1526415,"$19,871.69 ",11/6/15,BLAND,EQ-022998
JOHN DEERE,X710,2015,TRACTOR,1M0X710AVFM031188,1526415,"$19,871.69 ",11/6/15,ADAMS,EQ-022999
JOHN DEERE,X710,2015,TRACTOR,1M0X710AVFM031216,1526415,"$19,871.69 ",11/6/15,STUYVESANT,MA-489306
JOHN DEERE,X730,2018,TRACTOR,1M0X730AAJM061855,1826837,"$20,687.62 ",11/30/18,SOUTH BEACH ,MS-129359
JOHN DEERE,X730,2019,TRACTOR,1M0X730AAJM062570,1902063,"$20,960.46 ",3/25/19,TAYLOR WYTHE,MS-129412
JOHN DEERE,X730,2018,TRACTOR,1M0X730ACJM061067,1826837,"$20,687.62 ",11/30/18,CAREY GARDENS,MS-129358
JOHN DEERE,X730,2018,TRACTOR,1M0X730ACJM061853,1826837,"$20,687.62 ",11/30/18,SACKWERN,MS-129360
JOHN DEERE,X730,2018,TRACTOR,1M0X730ACJM061862,1826837,"$20,687.62 ",11/30/18,BREVOORT,MS-129357
JOHN DEERE,X730,2019,TRACTOR,1M0X730ACJM062056,1902063,"$20,960.46 ",3/28/19,TILDEN,MS-129420
JOHN DEERE,X730,2019,TRACTOR,1M0X730ACJM062243,1902063,"$20,960.46 ",3/28/19,SEDGWICK,MS-129423
JOHN DEERE,X730,2018,TRACTOR,1M0X730AEJM061858,1826837,"$20,687.62 ",11/26/18,ROOSEVELT,MS-129351
JOHN DEERE,X730,2018,TRACTOR,1M0X730AHJM061857,1826837,"$20,687.62 ",11/26/18,SOTOMAYOR,MS-129352
JOHN DEERE,X730,2018,TRACTOR,1M0X730AHJM061860,1826837,"$20,687.62 ",11/27/18,HIGHBRIDGE,MS-129353
JOHN DEERE,X730,2019,TRACTOR,1M0X730AHJM062054,1902063,"$20,960.46 ",3/28/19,JEFFERSON,MS-129422
JOHN DEERE,X730,2019,TRACTOR,1M0X730AHJM062068,1902063,"$20,960.46 ",3/26/19,LAQUARDIA,MS-129417
JOHN DEERE,X730,2018,TRACTOR,1M0X730AKJM061851,1826837,"$20,687.62 ",11/29/18,SOUNDVIEW,MS-129355
JOHN DEERE,X730,2019,TRACTOR,1M0X730AKJM062238,1902063,"$20,960.46 ",3/26/19,SOUTH JAMAICA,MS-129415
JOHN DEERE,X730,2019,TRACTOR,1M0X730AKJM062241,1902063,"$20,960.46 ",3/25/19,PARKSIDE,MS-129413
JOHN DEERE,X730,2019,TRACTOR,1M0X730ALJM062067,1902063,"$20,960.46 ",3/25/19,ST. MARY'S,MS-129414
JOHN DEERE,X730,2019,TRACTOR,1M0X730APJM062240,1902063,"$20,960.46 ",3/26/19,CARVER,MS-129416
JOHN DEERE,X730,2018,TRACTOR,1M0X730ATJM061068,1826837,"$20,687.62 ",11/29/18,BROWNSVILLE,MS-129356
JOHN DEERE,X730,2019,TRACTOR,1M0X730ATJM062236,1902063,"$20,960.46 ",3/28/19,PINK,MS-129421
JOHN DEERE,X730,2019,TRACTOR,1M0X730ATJM062561,1902063,"$20,960.46 ",3/26/19,FORT WASHINGTON,MS-129418
JOHN DEERE,X730,2018,TRACTOR,1M0X730AVJM061854,1826837,"$20,687.62 ",11/27/18,EASTCHESTER,MS-129354
JOHN DEERE,X730,2019,TRACTOR,1M0X730AVJM062244,1902063,"$20,960.46 ",3/28/19,VLADECK,MS-129419
JOHN DEERE,855 GATOR,2014,TRACTOR,1MO855DEPEM082531,1418843,"$13,999.00 ",7/18/14,QUEENSBRIDGE SO.,EQ-022533
JOHN DEERE,X710,2015,TRACTOR,1MOX710AAEM030048,1501600,"$18,259.00 ",3/25/15,HOWARD,EQ-022872
JOHN DEERE,X710,2015,TRACTOR,1MOX710AAEM030079,1501600,"$18,259.00 ",3/25/15,TILDEN,EQ-022869
JDEERE,X710,2013,Tractor,1MOX710ACDM010127,1305050,"$16,450.99 ",5/13/13,BUSHWICK,AU-020655
JOHN DEERE,X710,2014,TRACTOR,1MOX710ACEM020309,1418854,"$18,258.44 ",8/22/14,INGERSOLL,EQ-022581
JOHN DEERE,X710,2014,TRACTOR,1MOX710ACEM020335,1418854,"$18,258.44 ",8/22/14,HIGHBRIDGE,EQ-022572
JOHN DEERE,X710,2015,TRACTOR,1MOX710ACEM030041,1501600,"$18,259.00 ",3/25/15,EAST RIVER,EQ-022870
JOHN DEERE,X710,2015,TRACTOR,1MOX710ACEM030080,1501600,"$18,259.00 ",3/25/15,UNITY,EQ-022871
JOHN DEERE,X710,2014,TRACTOR,1MOX710AEEM020219,1418854,"$18,258.44 ",8/22/14,MAR,EQ-022567
JOHN DEERE,X710,2014,TRACTOR,1MOX710AEEM020334,1418854,"$18,258.44 ",8/22/14,MURPHY CONSOL.,EQ-022569
JOHN DEERE,X710,2014,TRACTOR,1MOX710AEEM020351,1418854,"$18,258.44 ",8/22/14,BLAND,EQ-022566
JOHN DEERE,X710,2014,TRACTOR,1MOX710AHEM020350,1418854,"$18,258.44 ",8/22/14,STRAUS,EQ-022576
JDEERE,X710,2013,Tractor,1MOX710AJDM010182,1305050,"$16,450.99 ",5/7/13,BUSHWICK,AU-020645
JOHN DEERE,X710,2014,TRACTOR,1MOX710AJEM020339,1418854,"$18,258.44 ",8/22/14,ROOSEVELT,EQ-022568
JDEERE,X710,2013,Tractor,1MOX710AKDM010195,1305050,"$16,450.99 ",5/8/13,CAMPOS,AU-020646
JOHN DEERE,X710,2014,TRACTOR,1MOX710AKEM020310,1418854,"$18,258.44 ",8/22/14,J. ROBINSON,EQ-022571
JDEERE,X710,2013,Tractor,1MOX710ALDM010124,1305050,"$16,450.99 ",5/8/13,REDFERN,AU-020647
JOHN DEERE,X710,2014,TRACTOR,1MOX710ALEM020329,1418854,"$18,258.44 ",8/25/14,EAST RIVER,EQ-022573
JDEERE,X710,2013,Tractor,1MOX710APDM010194,1305050,"$16,450.99 ",5/8/13,BOULEVARD,AU-020648
JOHN DEERE,X710,2014,TRACTOR,1MOX710APEM020340,1418854,"$18,258.44 ",8/22/14,CAREY GARDENS,EQ-022577
JOHN DEERE,X710,2014,TRACTOR,1MOX710APEM020354,1418854,"$18,258.44 ",8/22/14,ALBANY,EQ-022570
JOHN DEERE,X710,2014,TRACTOR,1MOX710ATEM020367,1418854,"$18,258.44 ",8/22/14,UNION AVE. CON.,EQ-022574
JOHN DEERE,X710,2014,TRACTOR,1MOX710AVEM020330,1418854,"$18,258.44 ",8/22/14,PENN/VANDALIA,EQ-022580
JDEERE,318D,2013,Skidsteer,1T0218DAEDG244314,1305050,"$32,731.29 ",4/25/13,RED HOOK EAST,EQ022409
JDEERE,318D,2013,Skidsteer,1T0318DAADG244325,1305050,"$32,731.29 ",4/25/13,RED HOOK WEST,EQ022408
JDEERE,318D,2013,Skidsteer,1T0318DACDG244122,1305050,"$32,731.29 ",4/23/13,CONEY ISLAND,EQ022401
JDEERE,318D,2013,Skidsteer,1T0318DACDG244323,1305050,"$32,731.29 ",4/25/13,CAREY GARDENS,EQ022410
JDEERE,318D,2013,Skidsteer,1T0318DAHDG244117,1305050,"$32,731.29 ",4/23/13,RIIS,EQ022400
JDEERE,318D,2013,Skidsteer,1T0318DAHDG244120,1305050,"$32,731.29 ",4/25/13,PELHAM PKWY,EQ022404
JDEERE,318D,2013,Skidsteer,1T0318DAKDG244111,1305050,"$32,731.29 ",4/25/13,CAMPOS,EQ022406
JDEERE,318D,2013,Skidsteer,1T0318DAKDG244321,1305050,"$32,731.29 ",4/25/13,BEACH 41ST STREET,EQ022407
JDEERE,318D,2013,Skidsteer,1T0318DALDG244116,1305050,"$32,731.29 ",4/25/13,LINCOLN,EQ022403
JDEERE,318D,2013,Skidsteer,1T0318DAPDG244124,1305050,"$32,731.29 ",4/25/13,REDFERN,EQ022402
JDEERE,318D,2013,Skidsteer,1T0318DAPDG244317,1305050,"$32,731.29 ",4/25/13,DYCKMAN,EQ022405
JDEERE,318D,2014,SKIDSTEER,1T0318EACEJ258606,1403369,"$36,999.00 ",3/12/14, ,EQ-022435
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAFJ278141,1501579,"$36,008.00 ",3/9/15,WILSON/WHIYE,EQ-022855
JOHN DEERE,318E,2014,SKIDSTEER,1T0318EAJEJ258692,1418864,"$36,999.00 ",7/7/14,HAMMEL,EQ-022505
JDEERE,318D,2014,SKIDSTEER,1T0318EAJEJ259244,1403369,"$36,999.00 ",3/12/14,HARLEM RIVER ,EQ-022437
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAJFJ278152,1501579,"$39,282.00 ",3/10/15,UNITY PLAZA,EQ-022852
JDEERE,318D,2014,SKIDSTEER,1T0318EAKEJ258545,1403369,"$36,999.00 ",3/3/14,GOMPERS,EQ-022433
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAKFJ278053,1501579,"$36,008.00 ",3/9/15,MITCHEL,EQ-022856
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAKFJ278134,1501579,"$36,008.00 ",3/6/15,PATTERSON,EQ-022858
JDEERE,318D,2014,SKIDSTEER,1T0318EALEJ258536,1403369,"$36,999.00 ",3/17/14,RANGEL,EQ-022436
JDEERE,318D,2014,SKIDSTEER,1T0318EALEJ259167,1403369,"$36,999.00 ",3/12/14,RUTGERS,EQ-022438
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EALEJ259363,1516442,"$37,305.62 ",,OCEAN HILL / SARATOGA,EQ-022440
JDEERE,318D,2014,SKIDSTEER,1T0318EAPE259158,1403369,"$36,999.00 ",3/12/14,JACKIE ROBINSON,EQ-022441
JOHN DEERE,318E,2014,SKIDSTEER,1T0318EAPEJ265591,1418864,"$36,999.00 ",7/7/14,MARBLE HILL,EQ-022504
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAPFJ278147,1501579,"$36,008.00 ",3/9/15,TILDEN,EQ-022857
JDEERE,318D,2014,SKIDSTEER,1T0318EATEJ258624,1403369,"$36,999.00 ",3/3/14,BREUKELEN,EQ-022434
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EATFJ278129,1501579,"$39,282.00 ",3/6/15,JEFFERSON,EQ-022853
JDEERE,318D,2014,SKIDSTEER,1T0318EAVEJ259263,1403369,"$36,999.00 ",3/17/14,BORIQUEN PLAZA,EQ-022439
JOHN DEERE,318E,2015,SKIDSTEER,1T0318EAVFJ278025,1501579,"$36,008.00 ",3/9/15,WOODSON,EQ-022854
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GACJJ334288,1808764,"$44,793.36 ",9/12/18,CAREY GARDENS ,MS- 129336
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GACJJ334999,1808764,"$44,793.36 ",9/12/18,ATLANTIC TERMINAL,MS-129333
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GAEJJ334296,1808764,"$44,793.36 ",9/12/18,SHEEPSHEAD / NOSTRAND,MS-129334
JOHN DEERE ,318G,2017,SKIDSTEER ,1T0318GAHHJ319628,1719328,"$44,840.60 ",12/27/17,MARINERS HARBOR ,MA-489791
JOHN DEERE ,318G,2017,SKIDSTEER ,1T0318GAJHJ319461,1719328,"$44,840.60 ",12/4/17,BAYVIEW,MA-489786
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GAKJJ334188,1808764,"$44,793.36 ",9/12/18,FOREST / MCKINLEY,MS-129335
JOHN DEERE ,318G,2017,SKIDSTEER ,1T0318GALHJ319577,1719328,"$44,840.60 ",12/20/17,TOMPKINS,MA-487789
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GALJJ334280,1808764,"$44,793.36 ",9/12/18,SOUTH JAMAICA,MS- 129332
JOHN DEERE ,318G,2017,SKIDSTEER ,1T0318GAPHJ319473,1719328,"$44,840.60 ",12/4/17,MILLBROOK,MA-489787
JOHN DEERE ,318G,2017,SKIDSTEER ,1T0318GAVHJ319673,1719328,"$44,840.60 ",12/22/17,LANGSTON HUGHES,MA-489790
JOHN DEERE,318G ,2018,SKIDSTEER,1T0318GAVJJ334308,1808764,"$44,793.36 ",9/12/18,BAYCHESTER,MS-129331
JOHN DEERE,Z920M,2015,MOWER,1TC920MEVET020154,1521175,"$10,999.00 ",8/3/15,MOTT HAVEN,EQ-022936
JDEERE,Z920R,2013,Mower,1TC920RVADT010202,1305050,"$9,998.00 ",4/2/13,GRAVESEND,EQ022411
JOHN DEERE,Z920R,2014,MOWER,1TC920RVADT010409,1418857,"$10,139.79 ",6/12/14,REDFERN,EQ-022369
JOHN DEERE,Z920R,2014,MOWER,1TC920RVADT010412,1418857,"$10,139.79 ",6/12/14,FLEET LOANER (T. Neck Depot),EQ-022373
JOHN DEERE,Z920R,2014,MOWER,1TC920RVCDT010195,1409372,"$10,139.79 ",3/21/14,MONROE,EQ-022447
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVCDT010195,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022447
JOHN DEERE,Z920R,2014,MOWER,1TC920RVCDT010318,1409372,"$10,139.79 ",3/21/14,HIGHBRIDGE,EQ-022443
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVCDT010318,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022443
JOHN DEERE,Z920R,2014,MOWER,1TC920RVCDT010321,1409372,"$10,139.79 ",3/21/14,RIIS,EQ-022445
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVCDT010321,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022445
JOHN DEERE,Z920R,2015,MOWER,1TC920RVCDT010326,1501606,"$10,095.00 ",3/13/15,MILLBROOK,EQ-022862
JOHN DEERE,Z920R,2014,MOWER,1TC920RVCDT010410,1418857,"$10,139.79 ",6/12/14,BUTLER,EQ-022372
JOHN DEERE,Z920R,2015,MOWER,1TC920RVKDT010324,1501606,"$10,095.00 ",3/13/15,TILDEN,EQ-022863
JOHN DEERE,Z920R,2014,MOWER,1TC920RVKDT010422,1418857,"$10,139.79 ",6/12/14,EASTCHESTER,EQ-022368
JOHN DEERE,Z920R,2014,MOWER,1TC920RVPDT010421,1418857,"$10,139.79 ",6/12/14,QUEENSBRIDGE SO.,EQ-022367
JOHN DEERE,Z920R,2014,MOWER,1TC920RVTDT010207,1409372,"$10,139.79 ",3/21/14,GLENWOOD,EQ-022446
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVTDT010207,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022446
JOHN DEERE,Z920R,2014,MOWER,1TC920RVTDT010319,1409372,"$10,139.79 ",3/21/14,CASTLE HILL,EQ-022448
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVTDT010319,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022448
JOHN DEERE,Z920R,2014,MOWER,1TC920RVTDT010322,1409372,"$10,139.79 ",3/21/14,WOODSIDE,EQ-022444
JOHN DEERE,Z920-A,2014,MOWER,1TC920RVTDT010322,1409372,"$10,139.79 ",3/21/14,TBD,EQ-022444
JDEERE,Z920R,2013,Mower,1TC920RVVDT010196,1305050,"$9,998.00 ",4/2/13,O'DWYER,EQ022412
JOHN DEERE,Z920R,2014,MOWER,1TC920RVVDT010411,1418857,"$10,139.79 ",6/12/14,FLEET LOANER,EQ-022374
JOHN DEERE,Z930R,2016,MOWER,1TC930RFAFT040017,1622225,"$10,459.82 ",9/6/16,FOREST,MA-489590
JOHN DEERE,Z930R,2016,MOWER,1TC930RFCFT040015,1622225,"$10,459.82 ",9/7/16,MITCHEL,MA-489592
JOHN DEERE,Z930R,2016,MOWER,1TC930RFEFT040006,1622225,"$10,459.82 ",9/6/16,GOWANUS,MA-489586
JOHN DEERE,Z930R,2016,MOWER,1TC930RFEGT040766,1622225,"$10,459.82 ",9/6/16,MORRIS,MA-489588
JOHN DEERE,Z930R,2016,MOWER,1TC930RFHFT040005,1622225,"$10,459.82 ",9/6/16,LANGSTON HUGHES,MA-489587
JOHN DEERE,Z930R,2016,MOWER,1TC930RFHFT040022,1622225,"$10,459.82 ",9/7/16,BARUCH,MA-489591
JOHN DEERE,Z930R,2016,MOWER,1TC930RFLGT040764,1622225,"$10,459.82 ",9/6/16,BOSTON SECOR,MA-489585
JOHN DEERE,Z930R,2016,MOWER,1TC930RFTGT040768,1622225,"$10,459.82 ",9/7/16,BAISLEY,MA-489589
JOHN DEERE,Z930R,2016,MOWER,1TC930RVAFT030045,1606739,"$10,615.89 ",4/28/16,EDENWALD,MA-489531
JOHN DEERE,Z930R,2016,MOWER,1TC930RVAFT040719,1606739,"$10,615.89 ",4/27/16,SOUNDVIEW,MA-489520
JOHN DEERE,Z930R,2016,MOWER,1TC930RVAGT040723,1606739,"$10,615.89 ",5/2/16,CYPRESS,MA-489399
JOHN DEERE,Z930R,2016,MOWER,1TC930RVAGT040737,1606739,"$10,615.89 ",4/28/16,RANGEL,MA-489533
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVAGT040754,1606739,"$10,615.89 ",4/25/16,MARINERS HARBOR,MA-489557
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVAGT040768,1066739,"$10,615.89 ",4/26/16,DYCKMAN,MA-489549
JOHN DEERE,Z930R,2016,MOWER,1TC930RVCFT030004,1606739,"$10,615.89 ",4/28/16,GUN HILL,MA-489515
JOHN DEERE,Z930R,2016,MOWER,1TC930RVCFT040001,1606739,"$10,615.89 ",4/28/16,MOTT HAVEN,MA-489535
JOHN DEERE,Z930R,2016,MOWER,1TC930RVCFT040703,1606739,"$10,615.89 ",4/22/16,SOUTH JAMAICA,MA-489546
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVCGT040758,1066739,"$10,615.89 ",4/25/16,PATTERSON,MA-489547
JOHN DEERE,Z930R,2016,MOWER,1TC930RVCGT040766,1606739,"$10,615.89 ",4/28/16,CASTLE HILL,MA-489527
JOHN DEERE,Z930R,2018,MOWER,1TC930RVCHT060025,1805580,"$12,913.85 ",4/12/18,BLAND,MS-129309
JOHN DEERE,Z930R,2018,MOWER,1TC930RVCHT060033,1812401,"$12,913.85 ",8/10/18,SOUTH JAMAICA,MS-129330
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVEFT030048,1066739,"$10,615.89 ",4/26/16,POLO GROUNDS,MA-489548
JOHN DEERE,Z930R,2016,MOWER,1TC930RVEGT040743,1606739,"$10,615.89 ",5/4/16,DOUGLASS ,MA-489538
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVEGT040757,1066739,"$10,615.89 ",4/26/16,GRANT HOUSES ,MA-489553
JOHN DEERE,Z930R,2016,MOWER,1TC930RVEGT040760,1066739,"$10,615.89 ",4/26/16,MANHATTANVILLE,MA-489552
JOHN DEERE,Z930R,2016,MOWER,1TC930RVEGTO40726,1606739,"$10,615.89 ",4/27/16,POMONOK,MA-489513
JOHN DEERE,Z930R,2018,MOWER,1TC930RVEJT060059,1805580,"$12,913.85 ",4/13/18,MARLBORO,MS-129311
JOHN DEERE,Z930R,2016,MOWER,1TC930RVH9T040739,1606739,"$10,615.89 ",5/2/16,BAYVIEW,MA-489536
JOHN DEERE,Z930R,2016,MOWER,1TC930RVHGT040742,1606739,"$10,615.89 ",4/27/16,DREW HAMILTON,MA-489517
JOHN DEERE,Z930R,2016,MOWER,1TC930RVHGT040756,1606739,"$10,615.89 ",4/28/16,MELROSE,MA-489530
JOHN DEERE,Z930R,2018,MOWER,1TC930RVHHT060023,1805580,"$12,913.85 ",4/12/18,ADAMS,MS-129303
JOHN DEERE,Z930R,2018,MOWER,1TC930RVHHT060037,1805580,"$12,913.85 ",4/12/18,CYPRESS HILLS,MS-129310
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVJGT040751,1606739,"$10,615.89 ",4/25/16,LINCOLN HOUSES,MA-489550
JOHN DEERE,Z930R,2018,MOWER,1TC930RVJHT060029,1812401,"$12,913.85 ",8/10/18,SETHLOW,MS-129327
JOHN DEERE,Z930R,2016,MOWER,1TC930RVKFT030041,1606739,"$10,615.89 ",4/21/16,INGERSOLL,MA-489532
JOHN DEERE,Z930R,2016,MOWER,1TC930RVKFT040701,1606739,"$10,615.89 ",5/2/16,PINK,MA-489522
JOHN DEERE,Z930R,2016,MOWER,1TC930RVKGT040764,1606739,"$10,615.89 ",4/28/16,RED HOOK EAST,MA-489524
JOHN DEERE,Z930R,2018,MOWER,1TC930RVKHT060014,1812401,"$12,913.85 ",8/10/18,HARLEM RIVER,MS-129328
JOHN DEERE,Z930R,2018,MOWER,1TC930RVKHT060031,1812401,"$12,913.85 ",8/10/18,COOPER PARK,MS-129329
JOHN DEERE,Z930R,2016,MOWER,1TC930RVLFT030001,1606739,"$10,615.89 ",4/27/16,BREUKELEN,MA-489521
JOHN DEERE,Z930R,2016,MOWER,1TC930RVLFT030046,1606739,"$10,615.89 ",5/2/16,RED HOOK WEST,MA-489534
JOHN DEERE,Z930R,2016,MOWER,1TC930RVLGT040738,1606739,"$10,615.89 ",4/29/16,SHEEPSHEAD / NOSTRAND,MA-489518
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVLGT040755,1606739,"$10,615.89 ",4/25/16,HOWARD HOUSES,MA-489545
JOHN DEERE,Z930R,2016,MOWER,1TC930RVLGT040769,1606739,"$10,615.89 ",4/28/16,GLENWOOD,MA-489528
JOHN DEERE,Z930R,2018,MOWER,1TC930RVLJT060060,1805580,"$12,913.85 ",4/12/18,ST. MARY'S,MS-129304
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVPFT040714,1606739,"$10,615.89 ",4/25/16,BUSHWICK,MA-489558
JOHN DEERE ,Z930R,2016,MOWER,1TC930RVPGT040732,1066739,"$10,615.89 ",4/26/16,ST. NICHOLAS,MA-489551
