GEO_BORO,NYCHA_BORO,CONS_TDS,CONS_NAME,DEV_NAME,TDS,AMP,TOTAL_HH,TOTAL_POP,AVG_FAMILY_SIZE,AVG_TENURE,CURRENT_APTS,TOTAL_APTS,STAIRHALLS
Brooklyn,NGO1,261,Unity Plaza,"UNITY PLAZA (SITES 17,24,25A)",240,NY005012610,166,463,2.8,17.2,167,167,3
Brooklyn,NGO1,261,Unity Plaza,UNITY PLAZA (SITES 4-27),261,NY005012610,456,"1,123",2.5,20.9,460,462,13
Brooklyn,NGO1,61,Van Dyke I,VAN DYKE I,61,NY005000610,"1,575","3,780",2.4,21.3,1603,1603,32
Brooklyn,NGO1,182,Woodson,VAN DYKE II,146,NY005011680,111,129,1.2,15.3,111,112,1
Brooklyn,Brooklyn,194,Penn-Wortman,VANDALIA AVENUE,315,NY005011940,287,329,1.1,22.1,288,293,3
Brooklyn,Brooklyn,514,Whitman,WHITMAN,514,NY005005140,"1,619","3,749",2.3,22,1651,1659,48
Brooklyn,Brooklyn,2,Williamsburg,WILLIAMSBURG,2,NY005000020,"1,547","2,895",1.9,26.2,1627,1630,137
Brooklyn,NGO1,182,Woodson,WOODSON,182,NY005011680,403,451,1.1,12.1,407,407,2
Brooklyn,Brooklyn,163,Wyckoff Gardens,WYCKOFF GARDENS,163,NY005011630,517,"1,118",2.2,27.1,528,529,3
Manhattan,Mixed Finance,22,Amsterdam,AMSTERDAM,22,NY005010220,"1,061","2,194",2.1,32.4,1084,1084,24
Manhattan,Mixed Finance,22,Amsterdam,AMSTERDAM ADDITION,187,NY005021870,172,345,2,26.3,175,175,1
Manhattan,Mixed Finance,22,Amsterdam,HARBORVIEW TERRACE,262,NY005010220,370,649,1.8,24.1,377,377,2
Manhattan,Manhattan,60,Baruch,BARUCH,60,NY005010600,"2,154","4,724",2.2,30.4,2193,2194,35
Manhattan,Manhattan,60,Baruch,BARUCH HOUSES ADDITION,198,NY005010600,192,241,1.3,21.5,197,197,1
Manhattan,Manhattan,58,Carver,CARVER,58,NY005000580,"1,241","2,606",2.1,27.3,1244,1246,13
Manhattan,Mixed Finance,134,Chelsea,CHELSEA,134,NY005021340,414,902,2.2,24.9,425,425,4
Manhattan,Mixed Finance,134,Chelsea,CHELSEA ADDITION,176,NY005011340,93,113,1.2,20,96,96,1
Manhattan,Mixed Finance,134,Chelsea,ELLIOTT,15,NY005011340,584,"1,356",2.3,27.7,606,608,8
Manhattan,Manhattan,123,Clinton,CLINTON,123,NY005001230,733,"1,695",2.3,25.8,748,749,8
Manhattan,Manhattan,82,Douglass,830 AMSTERDAM AVENUE,150,NY005010820,156,346,2.2,27.2,158,159,1
Manhattan,Manhattan,82,Douglass,DOUGLASS ADDITION,148,NY005010820,133,335,2.5,27.7,135,135,1
Manhattan,Manhattan,82,Douglass,DOUGLASS I,82,NY005010820,"1,297","2,630",2,27.2,1302,1305,11
Manhattan,Manhattan,82,Douglass,DOUGLASS II,582,NY005010820,746,"1,583",2.1,28.1,752,753,6
Manhattan,Mixed Finance,111,Drew Hamilton,DREW-HAMILTON,111,NY005021110,"1,175","2,703",2.3,21.8,1211,1217,5
Manhattan,Mixed Finance,111,Drew Hamilton,PUBLIC SCHOOL 139 (CONVERSION),340,NY005011110,121,137,1.1,13.7,125,125,2
Manhattan,Manhattan,41,Dyckman,DYCKMAN,41,NY005000410,"1,157","2,245",1.9,26.2,1167,1167,8
Manhattan,NGO1,9,East River,EAST RIVER,9,NY005010090,"1,106","2,247",2,23,1156,1170,30
Manhattan,Manhattan,309,Fort Washington Ave Rehab,FORT WASHINGTON AVENUE REHAB,309,NY005013090,226,275,1.2,14.8,226,226,2
Manhattan,Manhattan,309,Fort Washington Ave Rehab,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),293,NY005013090,213,405,1.9,21.9,215,216,6
Manhattan,Manhattan,309,Fort Washington Ave Rehab,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),523,NY005013090,87,176,2,24,88,88,7
Manhattan,Manhattan,309,Fort Washington Ave Rehab,WASHINGTON HEIGHTS REHAB PHASE IV (C),330,NY005013090,32,67,2.1,18.7,32,32,2
Manhattan,Manhattan,309,Fort Washington Ave Rehab,WASHINGTON HEIGHTS REHAB PHASE IV (D),331,NY005013090,31,60,1.9,22.3,32,32,2
Manhattan,Mixed Finance,377,Frederick Samuel Apartments,SAMUEL (CITY),377,NY005023770,648,"1,379",2.1,17.5,664,664,43
Manhattan,Manhattan,136,Fulton,FULTON,136,NY005001360,939,"2,107",2.2,26.9,944,944,12
Manhattan,Manhattan,100,Gompers,45 ALLEN STREET,265,NY005011000,103,230,2.2,32.6,107,107,2
Manhattan,Manhattan,100,Gompers,GOMPERS,100,NY005011000,470,"1,058",2.3,26.9,472,474,5
Manhattan,Manhattan,100,Gompers,HERNANDEZ,184,NY005011000,149,259,1.7,27.8,149,149,1
Manhattan,Manhattan,100,Gompers,LOWER EAST SIDE I INFILL,326,NY005011000,189,362,1.9,24.5,189,189,15
Manhattan,Manhattan,100,Gompers,MELTZER TOWER,183,NY005011000,227,251,1.1,14.9,229,231,1
Manhattan,Manhattan,100,Gompers,SEWARD PARK EXTENSION,192,NY005011000,354,796,2.2,24.7,360,360,5
Manhattan,Manhattan,87,Grant,GRANT,87,NY005000870,"1,918","4,292",2.2,27.9,1939,1940,10
Manhattan,Manhattan,3,Harlem River,AUDUBON,125,NY005010030,166,460,2.8,24.8,167,168,1
Manhattan,Manhattan,3,Harlem River,BETHUNE GARDENS,160,NY005010030,206,250,1.2,13.5,210,210,1
Manhattan,Manhattan,3,Harlem River,HARLEM RIVER,3,NY005010030,564,"1,077",1.9,19.3,574,577,47
Manhattan,Manhattan,3,Harlem River,HARLEM RIVER II,147,NY005010030,116,285,2.5,23.4,116,116,1
Manhattan,Manhattan,3,Harlem River,MARSHALL PLAZA,344,NY005010030,175,211,1.2,14.1,180,180,1
Manhattan,Manhattan,3,Harlem River,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),329,NY005010030,14,30,2.1,21.6,14,14,1
Manhattan,Manhattan,139,Isaacs,HOLMES TOWERS,159,NY005011390,533,942,1.8,23.4,536,537,2
Manhattan,Manhattan,139,Isaacs,ISAACS,139,NY005011390,633,"1,228",1.9,24.9,634,636,4
Manhattan,Manhattan,139,Isaacs,ROBBINS PLAZA,218,NY005011390,150,163,1.1,16.7,150,150,1
Manhattan,Manhattan,241,Jackie Robinson,MORRIS PARK SENIOR CITIZENS HOME,277,NY005012410,95,104,1.1,12.6,97,97,1
Manhattan,Manhattan,241,Jackie Robinson,"PARK AVENUE-EAST 122ND, 123RD STREETS",204,NY005012410,88,209,2.4,23.5,90,90,2
Manhattan,Manhattan,241,Jackie Robinson,ROBINSON,241,NY005012410,186,415,2.2,24,188,189,2
Manhattan,Manhattan,241,Jackie Robinson,UPACA (SITE 5),343,NY005012410,176,206,1.2,13.6,179,200,1
Manhattan,Manhattan,241,Jackie Robinson,UPACA (SITE 6),355,NY005012410,147,178,1.2,13.6,150,150,1
Manhattan,NGO1,64,Jefferson,335 EAST 111TH STREET,203,NY005010640,64,108,1.7,22.6,66,66,1
Manhattan,NGO1,64,Jefferson,CORSI HOUSES,199,NY005010640,164,186,1.1,11.6,171,171,1
Manhattan,NGO1,64,Jefferson,JEFFERSON,64,NY005010640,"1,451","3,182",2.2,28,1486,1493,35
Manhattan,Manhattan,17,Johnson,JOHNSON,17,NY005000170,"1,283","3,076",2.4,26.4,1296,1310,17
Manhattan,Manhattan,30,King Towers,GRAMPION,281,NY005010300,32,68,2.1,22.8,35,35,1
Manhattan,Manhattan,30,King Towers,KING TOWERS,30,NY005010300,"1,358","2,956",2.2,27.7,1377,1379,10
Manhattan,Private Mgmt,359,Kraus Management (MB 1),154 WEST 84TH STREET,359,NY005013590,35,71,2,23.5,35,35,1
Manhattan,Private Mgmt,359,Kraus Management (MB 1),LOWER EAST SIDE III,364,NY005013590,56,171,3.1,21.2,56,56,3
Manhattan,Private Mgmt,359,Kraus Management (MB 1),REHAB PROGRAM (DOUGLASS REHABS),515,NY005013170,112,176,1.6,25.8,112,112,9
Manhattan,Private Mgmt,359,Kraus Management (MB 1),REHAB PROGRAM (TAFT REHABS),516,NY005013170,151,276,1.8,23.1,156,156,4
Manhattan,Private Mgmt,359,Kraus Management (MB 1),SAMUEL (MHOP) I,389,NY005013170,28,49,1.8,24.8,24,53,5
Manhattan,Private Mgmt,359,Kraus Management (MB 1),SAMUEL (MHOP) II,398,NY005013170,4,12,3,26.3,4,10,1
Manhattan,Private Mgmt,359,Kraus Management (MB 1),SAMUEL (MHOP) III,399,NY005013170,2,3,1.5,17.1,1,10,1
Manhattan,Private Mgmt,359,Kraus Management (MB 1),STANTON STREET,559,NY005013590,13,34,2.6,13.8,13,13,1
Manhattan,Manhattan,76,La Guardia,LA GUARDIA,76,NY005010760,"1,088","2,419",2.2,29.3,1091,1094,9
Manhattan,Manhattan,76,La Guardia,LA GUARDIA ADDITION,152,NY005010760,148,191,1.3,19.1,149,150,1
Manhattan,Manhattan,76,La Guardia,TWO BRIDGES URA (SITE 7),266,NY005010760,248,610,2.5,31.2,250,250,1
Manhattan,Manhattan,101,Lehman Village,LEHMAN VILLAGE,101,NY005001010,614,"1,436",2.3,25.4,617,622,5
Manhattan,NGO1,20,Lincoln,LINCOLN,20,NY005000200,"1,266","2,917",2.3,21.8,1280,1286,20
Manhattan,Manhattan,337,Lower East Side,BRACETTI PLAZA,264,NY005012920,108,252,2.3,29.4,108,108,2
Manhattan,Manhattan,337,Lower East Side,CAMPOS PLAZA II,286,NY005012570,223,505,2.3,29.4,224,224,3
Manhattan,Manhattan,337,Lower East Side,FIRST HOUSES,1,NY005012920,123,182,1.5,21,126,126,8
Manhattan,Manhattan,337,Lower East Side,LOWER EAST SIDE II,337,NY005012920,185,422,2.3,25.4,188,188,32
Manhattan,Manhattan,337,Lower East Side,LOWER EAST SIDE REHAB (GROUP 5),292,NY005012920,54,117,2.2,21.8,55,55,2
Manhattan,Mixed Finance,81,Manhattanville,MANHATTANVILLE,81,NY005020810,"1,249","2,935",2.3,25.3,1272,1272,6
Manhattan,Mixed Finance,81,Manhattanville,MANHATTANVILLE REHAB (GROUP 2),296,NY005010810,46,85,1.8,20.6,46,46,3
Manhattan,Mixed Finance,81,Manhattanville,MANHATTANVILLE REHAB (GROUP 3),297,NY005010810,49,112,2.3,21.8,51,51,2
Manhattan,Manhattan,149,Polo Grounds Towers,POLO GROUNDS TOWERS,149,NY005001490,"1,590","3,922",2.5,23.5,1614,1614,12
Manhattan,Manhattan,37,Rangel,RANGEL,37,NY005000370,970,"2,120",2.2,24.9,982,984,9
Manhattan,Manhattan,18,Riis,RIIS,18,NY005010180,"1,172","2,685",2.3,29,1191,1191,18
Manhattan,Manhattan,18,Riis,RIIS II,19,NY005010180,573,"1,259",2.2,29.7,577,578,8
Manhattan,Mixed Finance,99,Rutgers,RUTGERS,99,NY005020990,720,"1,577",2.2,27.7,721,721,5
Manhattan,Manhattan,38,Saint Nicholas,SAINT NICHOLAS,38,NY005000380,"1,491","3,421",2.3,26.9,1525,1526,14
Manhattan,Manhattan,27,Smith,SMITH,27,NY005000270,"1,915","4,072",2.1,30.5,1934,1935,12
Manhattan,Mixed Finance,153,Straus,344 EAST 28TH STREET,185,NY005021850,219,427,1.9,24.3,225,225,1
Manhattan,Mixed Finance,153,Straus,STRAUS,153,NY005011530,263,541,2.1,29,267,267,2
Manhattan,Manhattan,97,Taft,131 SAINT NICHOLAS AVENUE,154,NY005010970,95,165,1.7,25.2,98,100,1
Manhattan,Manhattan,97,Taft,TAFT,97,NY005010970,"1,437","3,031",2.1,28.1,1463,1470,19
Manhattan,Manhattan,6,Vladeck Combined,VLADECK,6,NY005010060,"1,503","2,864",1.9,26.4,1527,1531,46
Manhattan,Manhattan,6,Vladeck Combined,VLADECK II,7,NY005010060,237,537,2.3,25.8,240,240,8
Manhattan,NGO1,74,Wagner,WAGNER,74,NY005010740,"2,121","4,702",2.2,28.2,2151,2162,22
Manhattan,Manhattan,23,Wald,WALD,23,NY005000230,"1,836","3,936",2.1,29.4,1861,1861,19
Manhattan,Manhattan,62,Washington,LEXINGTON,50,NY005010620,439,823,1.9,29.2,448,448,4
Manhattan,Manhattan,62,Washington,WASHINGTON,62,NY005010620,"1,486","3,355",2.3,26.9,1515,1515,18
Manhattan,NGO1,112,Wilson,METRO NORTH PLAZA,181,NY005010090,270,628,2.3,28.5,271,275,3
Manhattan,NGO1,112,Wilson,WHITE,124,NY005010090,240,263,1.1,12.7,246,248,1
Manhattan,NGO1,112,Wilson,WILSON,112,NY005010090,387,"1,209",3.1,26.6,398,398,3
Manhattan,Mixed Finance,127,Wise Towers,DE HOSTOS APARTMENTS,155,NY005011270,217,460,2.1,25.3,219,223,1
Manhattan,Mixed Finance,127,Wise Towers,REHAB PROGRAM (WISE REHAB),517,NY005011270,40,69,1.7,34.4,40,40,1
Manhattan,Mixed Finance,127,Wise Towers,THOMAS APARTMENTS,268,NY005011270,86,96,1.1,28.6,87,87,1
Manhattan,Mixed Finance,127,Wise Towers,WISE TOWERS,127,NY005021270,387,736,1.9,27.5,397,399,5
Manhattan,Mixed Finance,127,Wise Towers,WSUR (BROWNSTONES),178,NY005011270,233,337,1.4,22.5,236,236,36
Manhattan,Mixed Finance,127,Wise Towers,WSUR (SITE A) 120 WEST 94TH STREET,151,NY005011270,69,145,2.1,29.5,69,70,1
Manhattan,Mixed Finance,127,Wise Towers,WSUR (SITE B) 74 WEST 92ND STREET,173,NY005011270,166,328,2,29,168,168,1
Manhattan,Mixed Finance,127,Wise Towers,WSUR (SITE C) 589 AMSTERDAM AVENUE,174,NY005011270,155,342,2.2,26,158,158,1
Queens,Queens-Staten Island,26,Astoria,ASTORIA,26,NY005000260,"1,094","2,938",2.7,25,1104,1104,22
Queens,Queens-Staten Island,91,Baisley Park,BAISLEY PARK,91,NY005010910,378,927,2.5,24.4,381,386,8
Queens,Queens-Staten Island,165,Beach 41st Street,BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,NY005001650,703,"1,616",2.3,18.2,712,712,7
Queens,Queens-Staten Island,186,Latimer Gardens,BLAND,54,NY005011860,399,854,2.1,27.3,399,400,5
Queens,Queens-Staten Island,75,Hammel,CARLETON MANOR,164,NY005010750,164,341,2.1,20.2,169,174,1
Queens,Queens-Staten Island,91,Baisley Park,CONLON LIHFE TOWER,232,NY005010910,210,238,1.1,13.2,214,216,1
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP I),209,NY005012090,17,27,1.6,46.8,21,29,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP II),212,NY005012090,9,22,2.4,45.3,10,14,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP III),213,NY005012090,10,18,1.8,40.3,11,13,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP IV),226,NY005012090,10,20,2,45.9,10,13,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP IX),283,NY005012090,16,31,1.9,30.9,16,40,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP V),260,NY005012090,29,60,2.1,43.9,29,36,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP VI),273,NY005012090,6,11,1.8,47,6,9,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP VII),274,NY005012090,5,8,1.6,46.6,5,8,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP VIII),275,NY005012090,3,13,4.3,46.5,5,9,
Queens,Queens-Staten Island,91,Baisley Park,FHA REPOSSESSED HOUSES (GROUP X),284,NY005012090,15,34,2.3,40.1,16,21,
Queens,Queens-Staten Island,75,Hammel,HAMMEL,75,NY005010750,693,"1,732",2.5,19.2,710,712,14
Queens,Queens-Staten Island,91,Baisley Park,INTERNATIONAL TOWER,316,NY005010910,145,179,1.2,17.1,146,159,1
Queens,Queens-Staten Island,186,Latimer Gardens,LATIMER GARDENS,186,NY005011860,419,781,1.9,22.2,423,423,4
Queens,Queens-Staten Island,186,Latimer Gardens,LEAVITT STREET-34TH AVENUE,201,NY005011860,82,103,1.3,13.2,83,83,1
Queens,Queens-Staten Island,165,Beach 41st Street,OCEAN BAY APARTMENTS (OCEANSIDE),51,NY005010980,406,812,2,21.9,417,418,14
Queens,Queens-Staten Island,53,Pomonok,POMONOK,53,NY005000530,"2,039","4,143",2,22.7,2069,2071,121
Queens,Queens-Staten Island,505,Queensbridge North,QUEENSBRIDGE NORTH,505,NY005005050,"1,523","3,080",2,20.5,1542,1543,48
Queens,Queens-Staten Island,5,Queensbridge South,QUEENSBRIDGE SOUTH,5,NY005000050,"1,561","3,208",2.1,22,1603,1604,50
Queens,Queens-Staten Island,48,Ravenswood,RAVENSWOOD,48,NY005000480,"2,123","4,182",2,21.3,2164,2166,45
Queens,Queens-Staten Island,55,Redfern,REDFERN,55,NY005000550,591,"1,567",2.7,21.8,599,604,16
Queens,Queens-Staten Island,186,Latimer Gardens,REHAB PROGRAM (COLLEGE POINT),143,NY005011860,13,13,1,11.6,13,13,1
Queens,Queens-Staten Island,91,Baisley Park,SHELTON HOUSE,279,NY005010910,152,165,1.1,13.5,153,155,1
Queens,Queens-Staten Island,8,South Jamaica,SOUTH JAMAICA I,8,NY005010080,431,850,2,18.2,448,448,33
Queens,Queens-Staten Island,8,South Jamaica,SOUTH JAMAICA II,66,NY005010080,588,"1,409",2.4,24.5,598,600,27
Queens,Queens-Staten Island,33,Woodside,WOODSIDE,33,NY005000330,"1,338","2,843",2.1,27.7,1355,1357,55
Staten Island,Queens-Staten Island,52,Berry,BERRY,52,NY005000520,499,957,1.9,20.9,506,506,17
Staten Island,Queens-Staten Island,117,Richmond Terrace,CASSIDY-LAFAYETTE,206,NY005011170,376,446,1.2,9.4,378,380,5
Staten Island,Queens-Staten Island,77,Mariner's Harbor,MARINER'S HARBOR,77,NY005000770,592,"1,451",2.5,19.1,606,607,32
Staten Island,Queens-Staten Island,35,South Beach,NEW LANE AREA,314,NY005010350,275,349,1.3,13.2,276,277,2
Staten Island,Queens-Staten Island,117,Richmond Terrace,RICHMOND TERRACE,117,NY005011170,466,"1,228",2.6,18.4,488,489,7
Staten Island,Queens-Staten Island,35,South Beach,SOUTH BEACH,35,NY005010350,411,881,2.1,23.2,421,422,15
Staten Island,Mixed Finance,114,Stapleton,STAPLETON,114,NY005021140,638,"1,974",3.1,16.2,693,693,12
Staten Island,Queens-Staten Island,42,Todt Hill,TODT HILL,42,NY005000520,490,985,2,22.5,502,502,14
Staten Island,Queens-Staten Island,116,West Brighton,WEST BRIGHTON I,116,NY005010130,475,"1,324",2.8,17.9,487,490,9
Staten Island,Queens-Staten Island,116,West Brighton,WEST BRIGHTON II,175,NY005010130,83,97,1.2,15.7,120,144,8